Taxas de câmbio de referência do Euro e Direito de Saque Especial ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Última atualização: (ver última linha);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notas:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1-Para uma correta leitura deste ficheiro o separador de casas decimais deve ser o ponto (.) e o separador de listas (colunas) deve ser o ponto e virgula (;)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2-A utilização destes valores deve ser complementada com a leitura das notas constantes nas páginas de Internet correspondentes em www.bportugal.pt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Período (Dias Úteis);Dólar australiano;Lev da Bulgária;Dólar canadiano;Franco suíço;Libra de Chipre;Coroa checa;Coroa dinamarquesa;Coroa Estónia;Libra esterlina;Dracma grega;Dólar de Hong Kong;Forint húngaro;Coroa islandesa;Iene japonês ;Won da Coreia do Sul ;Litas da Lituana ;Lats da Letão ;Lira maltesa ;Coroa norueguesa ;Dólar da Nova Zelândia ;Zloti polaco ;Novo Leu da Roménia ;Coroa sueca ;Dólar de Singapura ;Tolar esloveno ;Coroa eslovaca ;Nova Lira turca ;Dólar dos Estados Unidos ;Rand da África do Sul ;Real do Brasil ;Escudo de Cabo Verde ;Pataca de Macau ;Direito de Saque Especial ;Yuan renmimbi da China ;Kuna Croata ;Rupia indonésia ;Ringgit da Malásia ;Peso filipino ;Rublo russo ;Baht da Tailândia ;Peso Mexicano ;Rupia indiana ;Shequel de Israel 
2018-01-25;1.5358;1.9558;1.5289;1.168;-;25.381;7.4444;-;0.87038;-;9.6996;309.35;-;135.12;1314.41;-;-;-;9.5858;1.6823;4.1469;4.6693;9.8188;1.6202;-;-;4.641;1.2407;14.7614;3.9063;110.265;9.9906;1.17249;7.8549;7.4245;16492.63;4.8207;63.189;69.2815;38.983;22.881;78.865;4.2229
2018-01-26;1.538;1.9558;1.5325;1.1632;-;25.357;7.4428;-;0.87335;-;9.7222;309.8;-;135.95;1323.68;-;-;-;9.5655;1.6943;4.1422;4.6663;9.8005;1.6259;-;-;4.6635;1.2436;14.7883;3.9149;110.265;10.0139;1.17048;7.8693;7.419;16558.53;4.8179;63.492;69.5246;39.037;23.067;79.1055;4.215
2018-01-29;1.5302;1.9558;1.5269;1.1563;-;25.297;7.4427;-;0.8794;-;9.6783;309.34;-;134.75;1324.74;-;-;-;9.5548;1.6881;4.1436;4.653;9.7823;1.622;-;-;4.6755;1.2379;14.8255;3.9209;110.265;9.9686;1.17352;7.8383;7.4218;16586.62;4.8116;63.642;69.8633;38.92;23.0316;78.7055;4.2131
2018-01-30;1.5345;1.9558;1.5304;1.1589;-;25.33;7.4415;-;0.8793;-;9.7117;310.38;-;134.98;1329.25;-;-;-;9.5628;1.6937;4.1449;4.6513;9.7825;1.628;-;-;4.6833;1.2421;14.7979;3.928;110.265;10.0031;1.17153;7.8566;7.4188;16630.48;4.8448;63.753;69.5888;39.014;23.1289;79.057;4.2226
2018-01-31;1.5357;1.9558;1.529;1.1631;-;25.272;7.4419;-;0.8791;-;9.7413;310.65;-;135.6;1327.03;-;-;-;9.562;1.6803;4.1503;4.6545;9.7645;1.6288;-;-;4.6732;1.2457;14.782;3.9368;110.265;10.0335;1.16972;7.834;7.4325;16662.48;4.8578;63.872;70.0723;39.003;23.2262;79.18;4.2423
2018-02-01;1.5567;1.9558;1.5348;1.1603;-;25.267;7.4428;-;0.8752;-;9.7429;310.06;125.01;136.62;1334.46;-;-;-;9.5705;1.6944;4.1543;4.6548;9.803;1.6352;-;-;4.6677;1.2459;14.8245;3.9488;110.265;10.0352;1.16822;7.8451;7.4325;16717.3;4.864;64.33;70.122;39.071;23.131;79.766;4.2715
2018-02-02;1.563;1.9558;1.5387;1.1596;-;25.192;7.4429;-;0.8785;-;9.7692;309.49;125.2;137.22;1355.17;-;-;-;9.5663;1.696;4.1541;4.6458;9.8223;1.6409;-;-;4.6795;1.2492;14.958;3.9993;110.265;10.0623;1.16693;7.855;7.4349;16821.79;4.8556;64.49;70.2938;39.225;23.056;80.0205;4.2897
2018-02-05;1.5664;1.9558;1.5468;1.1599;-;25.196;7.4433;-;0.88568;-;9.7288;309.6;125.0;136.67;1352.64;-;-;-;9.6108;1.7025;4.1585;4.6333;9.8338;1.6387;-;-;4.6774;1.244;14.9635;4.0174;110.265;10.0207;1.16937;7.8248;7.433;16787.78;4.8557;64.169;70.4985;39.223;23.1245;79.7435;4.2812
2018-02-06;1.5728;1.9558;1.5488;1.1571;-;25.233;7.4429;-;0.88885;-;9.6403;310.65;125.0;134.97;1339.89;-;-;-;9.7005;1.6955;4.1644;4.6445;9.8685;1.6314;-;-;4.6647;1.2329;14.8719;4.0381;110.265;9.9295;1.17747;7.7446;7.4358;16736.62;4.8268;63.544;70.7106;38.941;23.192;79.2415;4.297
2018-02-07;1.5684;1.9558;1.5445;1.161;-;25.23;7.443;-;0.88675;-;9.6463;309.81;125.0;134.84;1335.72;-;-;-;9.6618;1.6897;4.1595;4.6555;9.8585;1.6291;-;-;4.6681;1.2338;14.764;4.007;110.265;9.9357;1.17558;7.7416;7.4413;16729.4;4.8155;63.236;70.5211;38.976;23.0468;79.2655;4.3076
2018-02-08;1.5694;1.9558;1.5402;1.1555;-;25.247;7.4422;-;0.87513;-;9.5795;310.96;125.2;134.31;1335.37;-;-;-;9.686;1.6966;4.1695;4.652;9.8968;1.6288;-;-;4.6701;1.2252;14.8007;4.0034;110.265;9.8669;1.179;7.7549;7.4398;16721.53;4.8183;63.308;70.8858;39.01;22.9938;78.7715;4.2823
2018-02-09;1.5721;1.9558;1.5475;1.15;-;25.335;7.4437;-;0.8874;-;9.5985;312.08;125.2;133.59;1336.19;-;-;-;9.7983;1.6952;4.1903;4.6563;9.9448;1.6321;-;-;4.697;1.2273;14.8761;4.0244;110.265;9.8865;1.17708;7.7362;7.4435;16763.69;4.86;63.324;71.5055;39.028;23.0932;79.0045;4.3273
2018-02-12;1.5645;1.9558;1.5427;1.1503;-;25.358;7.4458;-;0.886;-;9.5892;311.97;125.4;133.23;1328.3;-;-;-;9.7475;1.6918;4.1748;4.6524;9.9195;1.6256;-;-;4.6648;1.2263;14.6721;4.0415;110.265;9.8769;1.1792;7.7604;7.4525;16722.75;4.8368;63.73;71.0851;38.874;22.8364;78.894;4.3219
2018-02-13;1.5715;1.9558;1.5544;1.1522;-;25.386;7.4488;-;0.88935;-;9.6467;312.16;125.4;132.82;1338.24;-;-;-;9.7418;1.6941;4.1781;4.6586;9.9388;1.6314;-;-;4.6865;1.2333;14.778;4.0642;-;-;1.17581;7.8244;7.4357;16822.21;4.8678;64.285;71.2558;38.861;22.9778;79.273;4.3573
2018-02-14;1.5707;1.9558;1.5528;1.1519;-;25.37;7.4488;-;0.8904;-;9.6585;312.82;125.2;132.4;1331.19;-;-;-;9.7148;1.6873;4.1719;4.6606;9.9305;1.629;-;-;4.6929;1.2348;14.5938;4.0525;110.265;9.9483;1.17457;7.8341;7.434;16812.73;4.8198;64.392;70.8493;38.797;22.9932;79.1165;4.3676
2018-02-15;1.5757;1.9558;1.5604;1.1545;-;25.37;7.4493;-;0.8866;-;9.7723;311.68;125.0;133.11;1330.75;-;-;-;9.735;1.6909;4.1532;4.662;9.918;1.6385;-;-;4.7046;1.2493;14.5607;4.0254;110.265;10.0655;1.16753;7.9261;7.4383;16896.85;4.8654;65.145;70.8097;39.128;23.126;79.849;4.4028
2018-02-16;1.5695;1.9558;1.5587;1.1521;-;25.34;7.4481;-;0.88803;-;9.7479;311.28;125.2;132.34;1327.26;-;-;-;9.681;1.6853;4.1597;4.6625;9.914;1.6336;-;-;4.6784;1.2464;14.5331;4.0314;110.265;10.0403;1.17119;7.9077;7.438;16848.21;4.8541;65.121;70.2884;39.0;23.0626;80.044;4.4211
2018-02-19;1.5676;1.9558;1.5592;1.1513;-;25.327;7.448;-;0.8859;-;9.7075;311.15;124.7;132.24;1323.97;-;-;-;9.6575;1.682;4.146;4.6613;9.9155;1.6295;-;-;4.6575;1.241;14.4614;4.0126;110.265;9.9987;-;7.8734;7.4385;16818.58;4.8281;65.1;70.0709;38.943;23.0128;79.7375;4.3673
2018-02-20;1.5648;1.9558;1.5553;1.1537;-;25.318;7.4473;-;0.88168;-;9.6549;311.78;124.3;132.25;1323.7;-;-;-;9.6683;1.6782;4.1467;4.6636;9.9688;1.6272;-;-;4.6566;1.234;14.4916;4.0114;110.265;9.9445;1.17667;7.829;7.4385;16819.73;4.8101;64.56;69.9071;38.883;23.0002;80.003;4.322
2018-02-21;1.5684;1.9558;1.5601;1.1551;-;25.361;7.4465;-;0.88463;-;9.6341;312.15;123.9;132.41;1322.02;-;-;-;9.642;1.6754;4.1589;4.6615;9.9648;1.6267;-;-;4.665;1.2312;14.3373;4.008;110.265;9.9231;1.17751;7.8112;7.4415;16757.86;4.8174;64.229;69.6656;38.783;23.0516;79.7295;4.3072
2018-02-22;1.5699;1.9558;1.5589;1.1508;-;25.316;7.4462;-;0.88343;-;9.6059;312.69;123.9;131.47;1331.26;-;-;-;9.6893;1.6761;4.1819;4.6555;9.9963;1.6232;-;-;4.6648;1.2276;14.3835;4.0149;110.265;9.8941;1.1798;7.8085;7.4445;16831.62;4.8112;63.911;69.6731;38.761;23.0731;79.8895;4.2935
2018-02-23;1.572;1.9558;1.5614;1.1505;-;25.337;7.4469;-;0.8794;-;9.6219;312.88;123.9;131.28;1324.37;-;-;-;9.677;1.6864;4.1698;4.655;10.0583;1.6254;-;-;4.6575;1.2299;14.2239;3.9875;110.265;9.9106;1.17944;7.7914;7.4365;16820.11;4.8135;63.719;69.448;38.668;22.8385;79.6515;4.2918
2018-02-26;1.571;1.9558;1.5617;1.153;-;25.391;7.4459;-;0.8782;-;9.6387;313.59;123.7;131.6;1320.16;-;-;-;9.6303;1.6847;4.1697;4.6625;10.0435;1.6227;-;-;4.6579;1.232;14.2826;3.9857;110.265;9.9279;1.17939;7.7723;7.4435;16834.05;4.8165;63.936;68.9399;38.586;22.9176;79.803;4.3034
2018-02-27;1.5698;1.9558;1.5647;1.1539;-;25.398;7.446;-;0.884;-;9.6272;313.97;123.9;131.77;1318.51;-;-;-;9.629;1.6918;4.167;4.6575;10.08;1.6235;-;-;4.6629;1.2301;14.338;3.9831;110.265;9.916;1.17984;7.7665;7.4452;16818.89;4.8072;64.286;68.7975;38.613;23.0305;79.803;4.2822
2018-02-28;1.5637;1.9558;1.5608;1.152;-;25.418;7.4465;-;0.88415;-;9.5595;313.93;123.7;130.72;1320.25;-;-;-;9.6153;1.6905;4.1781;4.663;10.0923;1.6162;-;-;4.6451;1.2214;14.3677;3.9615;110.265;9.8463;1.18379;7.7285;7.4505;16793.03;4.793;63.641;68.754;38.389;22.9437;79.623;4.2508
2018-03-01;1.5746;1.9558;1.5654;1.1519;-;25.434;7.447;-;0.8852;-;9.5263;313.78;123.7;129.98;1323.49;-;-;-;9.66;1.6866;4.1853;4.6573;10.1185;1.615;-;-;4.6435;1.2171;14.52;3.974;110.265;9.8121;1.1861;7.729;7.448;16800.16;4.7814;63.239;69.1788;38.424;23.0364;79.3245;4.2397
2018-03-02;1.5885;1.9558;1.5858;1.1512;-;25.409;7.4479;-;0.8932;-;9.6397;313.88;123.9;129.77;1334.84;-;-;-;9.6178;1.7014;4.1944;4.6595;10.1643;1.6261;-;-;4.6998;1.2312;14.7068;4.0096;110.265;9.9289;1.17773;7.8121;7.4445;16963.47;4.8267;64.033;70.3851;38.77;23.3041;80.3205;4.2508
2018-03-05;1.5887;1.9558;1.5914;1.1549;-;25.404;7.4468;-;0.8907;-;9.6398;313.76;123.7;130.02;1328.69;-;-;-;9.6335;1.7026;4.1909;4.6618;10.1683;1.6238;-;-;4.6939;1.2307;14.6176;4.0096;110.265;9.929;1.17822;7.803;7.4303;16937.51;4.8059;63.953;70.298;38.669;23.2587;80.1275;4.258
2018-03-06;1.584;1.9558;1.5993;1.1626;-;25.38;7.4494;-;0.89165;-;9.7218;313.11;123.7;131.84;1316.92;-;-;-;9.613;1.6985;4.1815;4.6598;10.1835;1.6325;-;-;4.7013;1.2411;14.5449;3.9927;110.265;10.0135;1.17163;7.8538;7.4275;17030.37;4.8322;64.36;69.8699;38.871;23.166;80.5845;4.2905
2018-03-07;1.5909;1.9558;1.6056;1.1673;-;25.421;7.4502;-;0.89513;-;9.7295;311.74;123.7;131.41;1327.71;-;-;-;9.6775;1.7063;4.1939;4.6605;10.2383;1.6323;-;-;4.7152;1.2417;14.7815;4.0094;110.265;10.0214;1.17177;7.8484;7.428;17082.07;4.8472;64.571;70.6046;38.878;23.4057;80.578;4.2978
2018-03-08;1.5912;1.9558;1.6044;1.1731;-;25.427;7.4505;-;0.89465;-;9.7356;312.02;123.5;131.83;1331.33;-;-;-;9.7135;1.7102;4.2042;4.6588;10.2173;1.6339;-;-;4.7326;1.2421;14.767;4.0261;110.265;10.0277;1.16977;7.8696;7.4365;17114.9;4.8523;64.646;70.6686;38.921;23.2184;80.898;4.2852
2018-03-09;1.5772;1.9558;1.5848;1.1695;-;25.454;7.4494;-;0.88893;-;9.637;311.93;122.9;131.31;1315.51;-;-;-;9.5948;1.6931;4.2018;4.657;10.1648;1.6204;-;-;4.6939;1.2291;14.6257;4.01;110.265;9.9261;1.17888;7.7895;7.4355;16976.78;4.8105;64.102;70.1112;38.538;22.881;80.1315;4.2345
2018-03-12;1.5641;1.9558;1.5782;1.1681;-;25.448;7.4496;-;0.8859;-;9.6447;311.89;123.1;131.04;1312.16;-;-;-;9.5645;1.6854;4.2013;4.6618;10.1563;1.6172;-;-;4.7212;1.2302;14.5763;4.0087;110.265;9.934;1.17813;7.7886;7.445;16937.39;4.8033;64.07;70.0482;38.542;22.9816;79.9785;4.2372
2018-03-13;1.5683;1.9558;1.589;1.169;-;25.471;7.4486;-;0.8865;-;9.7031;311.91;123.1;132.31;1316.84;-;-;-;9.5808;1.6842;4.2119;4.6619;10.1568;1.6224;-;-;4.7822;1.2378;14.5787;4.0142;110.265;9.9942;1.17207;7.8265;7.4412;16973.95;4.8192;64.291;70.3046;38.632;22.918;80.284;4.2554
2018-03-14;1.5644;1.9558;1.5993;1.1704;-;25.447;7.4493;-;0.8863;-;9.6978;311.63;123.1;131.77;1313.97;-;-;-;9.5728;1.6853;4.2023;4.6625;10.1255;1.6193;-;-;4.7924;1.2369;14.5494;4.0244;110.265;9.9887;1.17602;7.8089;7.4428;16981.4;4.8202;64.33;70.4935;38.505;22.9785;80.1975;4.2434
2018-03-15;1.5735;1.9558;1.6025;1.1689;-;25.416;7.4487;-;0.8848;-;9.6773;311.07;123.1;130.9;1314.61;-;-;-;9.5078;1.6915;4.2122;4.6653;10.0943;1.6182;-;-;4.8097;1.2341;14.6322;4.0579;110.265;9.9676;1.17761;7.7966;7.4438;16977.51;4.8321;64.226;70.6343;38.461;23.0643;80.155;4.2412
2018-03-16;1.586;1.9558;1.6087;1.1702;-;25.415;7.4486;-;0.88253;-;9.6476;311.04;122.7;130.21;1313.43;-;-;-;9.491;1.7002;4.2173;4.6655;10.0795;1.6182;-;-;4.8147;1.2301;14.6899;4.0464;110.265;9.937;1.18103;7.781;7.4308;16926.64;4.8079;63.909;70.8949;38.379;23.0385;79.867;4.2491
2018-03-19;1.5994;1.9558;1.6105;1.1717;-;25.432;7.4484;-;0.87593;-;9.6537;310.98;122.5;130.65;1321.16;-;-;-;9.5205;1.7066;4.2171;4.6677;10.0838;1.6223;-;-;4.8584;1.2309;14.8916;4.0567;110.265;9.9433;1.17941;7.7944;7.4295;16958.11;4.8184;64.174;71.3661;38.416;23.1871;80.2455;4.268
2018-03-20;1.5934;1.9558;1.604;1.1721;-;25.423;7.4485;-;0.87715;-;9.6295;311.13;122.5;130.72;1314.93;-;-;-;9.4863;1.7039;4.2277;4.6663;10.0563;1.6174;-;-;4.8238;1.2276;14.6788;4.041;110.265;9.9184;1.18189;7.7744;7.4423;16893.01;4.8091;63.926;70.8466;38.301;23.0086;80.037;4.2741
2018-03-21;1.5994;1.9558;1.5947;1.1709;-;25.422;7.4486;-;0.87403;-;9.6397;311.43;122.7;130.5;1317.22;-;-;-;9.5028;1.7158;4.2364;4.6678;10.0883;1.6197;-;-;4.8352;1.2286;14.7273;4.0552;110.265;9.9289;1.18081;7.777;7.44;16909.37;4.8153;64.037;70.6217;38.345;22.7879;80.117;4.2931
2018-03-22;1.5974;1.9558;1.5889;1.1671;-;25.399;7.4484;-;0.872;-;9.6641;311.66;122.7;129.75;1330.52;-;-;-;9.5308;1.7031;4.2217;4.6675;10.12;1.6207;-;-;4.8372;1.2316;14.5724;4.0666;110.265;9.954;1.18088;7.8016;7.4435;16937.58;4.819;64.544;70.32;38.512;22.7765;80.183;4.2959
2018-03-23;1.5978;1.9558;1.5868;1.1703;-;25.405;7.4478;-;0.87285;-;9.6889;312.9;122.1;129.74;1330.3;-;-;-;9.5715;1.7024;4.2262;4.663;10.1943;1.6216;-;-;4.888;1.2346;14.5204;4.0726;110.265;9.9796;1.17902;7.7975;7.4398;16993.03;4.8365;64.64;70.5388;38.495;22.8804;80.255;4.2984
2018-03-26;1.6048;1.9558;1.5997;1.1739;-;25.446;7.4482;-;0.87248;-;9.7384;312.73;121.9;130.47;1336.99;-;-;-;9.5613;1.7029;4.23;4.6593;10.1868;1.6274;-;-;4.9464;1.2411;14.4937;4.0932;110.265;10.0306;1.17636;7.7924;7.442;17045.27;4.8425;64.82;70.6897;38.66;22.8777;80.5105;4.3317
2018-03-27;1.607;1.9558;1.5949;1.1764;-;25.473;7.4489;-;0.8794;-;9.7113;312.85;121.7;131.04;1328.86;-;-;-;9.5603;1.7041;4.2196;4.6558;10.2156;1.6208;-;-;4.9429;1.2376;14.4598;4.1051;110.265;10.0026;1.17833;7.773;7.4408;17004.62;4.7971;64.955;70.82;38.65;22.7905;80.413;4.3212
2018-03-28;1.6132;1.9558;1.5974;1.1801;-;25.462;7.4513;-;0.87605;-;9.7295;312.51;121.5;131.6;1321.47;-;-;-;9.6423;1.7075;4.2072;4.6525;10.28;1.6214;-;-;4.9561;1.2398;14.5029;4.1264;110.265;10.0214;1.17565;7.7971;7.4428;17057.99;4.782;64.873;71.3252;38.744;22.7725;80.8005;4.3353
2018-03-29;1.6036;1.9558;1.5895;1.1779;-;25.425;7.453;-;0.8749;-;9.6696;312.13;121.5;131.15;1310.89;-;-;-;9.677;1.7098;4.2106;4.6565;10.2843;1.6158;-;-;4.8976;1.2321;14.621;4.0938;110.265;9.9597;1.17983;7.7468;7.4323;16933.98;4.7658;64.374;70.8897;38.478;22.5249;80.296;4.3262
2018-03-30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-04-02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-04-03;1.5994;1.9558;1.5818;1.1775;-;25.367;7.4492;-;0.87523;-;9.6602;312.24;121.5;130.76;1297.87;-;-;-;9.6338;1.6964;4.2087;4.661;10.2968;1.6114;-;-;4.8967;1.2308;14.5517;4.0742;110.265;9.95;1.1801;7.7351;7.432;16935.95;4.7702;64.034;70.8835;38.376;22.3936;80.014;4.34
2018-04-04;1.5978;1.9558;1.5756;1.1776;-;25.34;7.4499;-;0.87573;-;9.6355;311.67;121.5;130.43;1306.45;-;-;-;9.6345;1.685;4.2035;4.66;10.3175;1.6136;-;-;4.9262;1.2276;14.6328;4.1316;110.265;9.9246;1.18244;7.7409;7.4324;16899.76;4.7609;64.022;70.9668;38.363;22.52;79.954;4.3493
2018-04-05;1.594;1.9558;1.5659;1.1796;-;25.327;7.4472;-;0.87395;-;9.6232;310.96;121.5;131.26;1299.41;-;-;-;9.5875;1.6799;4.2041;4.6623;10.314;1.6113;-;-;4.9543;1.226;14.6219;4.0452;110.265;9.9119;1.18369;7.7302;7.432;16884.17;4.7431;63.83;70.6251;38.331;22.179;79.601;4.3349
2018-04-06;1.5934;1.9558;1.565;1.1798;-;25.339;7.4474;-;0.87295;-;9.6014;312.56;121.3;131.32;1310.95;-;-;-;9.586;1.6884;4.1983;4.6636;10.2983;1.6138;-;-;4.9644;1.2234;14.7757;4.1111;110.265;9.8894;1.18371;7.7138;7.424;16850.5;4.7363;63.69;70.827;38.28;22.3317;79.481;4.3262
2018-04-09;1.605;1.9558;1.5726;1.179;-;25.357;7.4469;-;0.87088;-;9.6576;312.1;121.3;131.66;1316.69;-;-;-;9.5883;1.6871;4.1952;4.6634;10.296;1.6158;-;-;5.0018;1.2304;14.9162;4.149;110.265;9.9473;1.17901;7.7686;7.432;16958.23;4.7641;63.999;74.113;38.475;22.5884;79.9545;4.3397
2018-04-10;1.5976;1.9558;1.5645;1.1792;-;25.335;7.4468;-;0.87183;-;9.703;311.82;121.9;132.28;1319.5;-;-;-;9.647;1.6806;4.193;4.662;10.2855;1.6202;-;-;5.0622;1.2361;14.9028;4.206;110.265;9.9941;1.17597;7.7741;7.4295;16997.61;4.7831;64.236;77.4609;38.603;22.5778;80.3375;4.3312
2018-04-11;1.598;1.9558;1.5625;1.1855;-;25.323;7.4449;-;0.8736;-;9.7212;311.74;121.6;132.26;1324.61;-;-;-;9.6213;1.6812;4.1915;4.6627;10.2863;1.6204;-;-;5.1832;1.2384;14.9678;4.2333;110.265;10.0128;1.17578;7.7815;7.426;17046.58;4.7982;64.379;80.0075;38.601;22.6527;80.8735;4.3549
2018-04-12;1.5893;1.9558;1.5517;1.1876;-;25.316;7.4451;-;0.86745;-;9.6734;311.4;122.0;132.04;1319.86;-;-;-;9.5973;1.67;4.1844;4.6615;10.3723;1.6155;-;-;5.0473;1.2323;14.7838;4.1482;110.265;9.9636;1.18039;7.7452;7.4213;16968.15;4.777;64.102;75.8954;38.448;22.3815;80.417;4.3322
2018-04-13;1.5801;1.9558;1.5482;1.1854;-;25.307;7.4467;-;0.864;-;9.6687;311.13;121.6;132.64;1316.26;-;-;-;9.5643;1.6703;4.1763;4.6603;10.3798;1.6158;-;-;5.0411;1.2317;14.8457;4.1979;110.265;9.9588;1.18082;7.7363;7.4165;16939.57;4.7714;63.969;76.2186;38.367;22.3162;80.316;4.3316
2018-04-16;1.5928;1.9558;1.5596;1.1878;-;25.265;7.4473;-;0.86465;-;9.7104;310.3;122.0;132.77;1328.33;-;-;-;9.595;1.6853;4.1627;4.6508;10.4045;1.6221;-;-;5.0816;1.237;14.9467;4.23;110.265;10.0017;1.17754;7.7726;7.4128;17039.98;4.8057;64.387;76.942;38.644;22.3399;81.0175;4.3327
2018-04-17;1.591;1.9558;1.5511;1.1908;-;25.254;7.4474;-;0.8628;-;9.7001;310.84;122.6;132.35;1320.61;-;-;-;9.598;1.6837;4.1602;4.6468;10.3913;1.6192;-;-;5.0734;1.2357;14.8492;4.2158;110.265;9.9911;1.17947;7.7639;7.4135;17021.77;4.8058;64.594;76.3214;38.566;22.2075;81.108;4.3548
2018-04-18;1.5953;1.9558;1.5572;1.1979;-;25.303;7.4478;-;0.87105;-;9.7245;310.16;123.3;132.82;1319.56;-;-;-;9.6095;1.6912;4.1697;4.6539;10.4033;1.6236;-;-;5.071;1.2388;14.8175;4.2047;110.265;10.0162;1.17543;7.7826;7.4178;17055.8;4.8171;64.458;76.1846;38.688;22.2671;81.346;4.3566
2018-04-19;1.5892;1.9558;1.5606;1.1976;-;25.327;7.4478;-;0.86975;-;9.7182;310.37;123.3;132.88;1314.38;-;-;-;9.5825;1.6938;4.1664;4.657;10.3778;1.6208;-;-;4.9838;1.2382;14.7813;4.1925;110.265;10.0097;1.17596;7.7717;7.412;17070.75;4.8085;64.432;75.2875;38.644;22.4668;81.458;4.3437
2018-04-20;1.5983;1.9558;1.5557;1.197;-;25.34;7.4477;-;0.87608;-;9.6568;310.52;123.3;132.41;1316.26;-;-;-;9.605;1.7032;4.1677;4.6586;10.3703;1.6172;-;-;4.9803;1.2309;14.8008;4.1892;110.265;9.9465;1.17929;7.7449;7.411;17142.74;4.7924;64.179;75.7375;38.552;22.7424;81.39;4.3435
2018-04-23;1.601;1.9558;1.5649;1.1941;-;25.408;7.4477;-;0.8764;-;9.5974;311.38;123.2;132.38;1318.33;-;-;-;9.6258;1.7052;4.1893;4.6577;10.3763;1.6188;-;-;5.0079;1.2238;14.96;4.1981;110.265;9.8853;1.18213;7.7208;7.4153;17059.77;4.7636;64.073;75.6527;38.537;22.9;81.2845;4.3308
2018-04-24;1.6038;1.9558;1.5662;1.1944;-;25.437;7.4478;-;0.87468;-;9.5829;312.83;123.25;132.92;1314.66;-;-;-;9.629;1.7134;4.1996;4.653;10.3775;1.6154;-;-;4.9985;1.2213;15.0663;4.2085;110.265;9.8704;1.18333;7.7012;7.4194;16941.1;4.7698;63.747;75.2566;38.41;22.9992;81.0765;4.345
2018-04-25;1.6118;1.9558;1.5704;1.1986;-;25.466;7.4489;-;0.8738;-;9.5625;313.2;123.0;133.03;1320.61;-;-;-;9.705;1.7232;4.2241;4.6453;10.422;1.6199;-;-;5.0008;1.2185;15.2415;4.2705;-;-;1.18538;7.7048;7.4185;16961.52;4.7712;63.773;75.7073;38.486;23.2194;81.6095;4.3776
2018-04-26;1.607;1.9558;1.5618;1.1976;-;25.472;7.4509;-;0.871;-;9.5493;312.8;123.0;132.87;1310.55;-;-;-;9.6735;1.7194;4.236;4.6538;10.4478;1.6141;-;-;4.9531;1.2168;15.0737;4.2322;110.265;9.8358;1.18641;7.6962;7.4226;16886.75;4.7652;63.269;76.5029;38.396;22.8454;81.224;4.3507
2018-04-27;1.5975;1.9558;1.5549;1.196;-;25.471;7.4501;-;0.877;-;9.4731;312.84;122.6;131.95;1291.82;-;-;-;9.659;1.7116;4.2161;4.6615;10.5178;1.6005;-;-;4.8882;1.207;14.9637;4.1992;110.265;9.7573;1.19122;7.6517;7.4195;16723.29;4.7231;62.392;75.4175;38.117;22.6929;80.4645;4.3376
2018-04-30;1.6013;1.9558;1.5542;1.1968;-;25.542;7.4501;-;0.8796;-;9.4801;313.55;122.2;132.12;1292.04;-;-;-;9.662;1.7145;4.2264;4.6614;10.4993;1.6016;-;-;4.8896;1.2079;15.0121;4.1932;110.265;9.7645;1.19055;7.6574;7.41;16796.15;4.7409;62.452;75.9587;38.145;22.5977;80.1685;4.3378
2018-05-01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018-05-02;1.5987;1.9558;1.5401;1.1957;-;25.601;7.4488;-;0.8804;-;9.425;314.04;122.2;131.84;1291.54;-;-;-;9.6958;1.7103;4.2755;4.6635;10.6174;1.6025;-;-;4.9813;1.2007;15.1336;4.2293;110.265;9.7078;1.19295;7.6353;7.411;16762.27;4.7223;62.301;76.4;38.092;22.7479;80.0455;4.3354
2018-05-03;1.5926;1.9558;1.5404;1.1958;-;25.585;7.4497;-;0.8818;-;9.4131;314.06;122.2;131.03;1288.96;-;-;-;9.6465;1.7041;4.2628;4.6658;10.6045;1.5962;-;-;5.036;1.1992;15.1399;4.2367;110.265;9.6955;1.19375;7.6135;7.4153;16708.75;4.7094;61.995;76.0875;37.931;22.8159;79.8965;4.3519
