,PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
262,Carl Limberger,,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/carl-limberger/l030/player-activity?year=all&matchType=Singles,73.0,1964-01-24,,
263,Michael Walker,,183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/michael-walker/w003/player-activity?year=all&matchType=Singles,75.0,1965-04-21,,
264,Eduardo Masso,,178.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/eduardo-masso/m031/player-activity?year=all&matchType=Singles,78.0,1964-01-11,,
265,Tim Mayotte,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tim-mayotte/m041/player-activity?year=all&matchType=Singles,84.0,1960-08-03,,
266,Darren Cahill,Australia,185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/darren-cahill/c001/player-activity?year=all&matchType=Singles,84.0,1965-10-02,,
267,Tim Wilkison,,180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/tim-wilkison/w019/player-activity?year=all&matchType=Singles,73.0,1959-11-23,,
268,Broderick Dyke,,180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/broderick-dyke/d049/player-activity?year=all&matchType=Singles,85.0,1960-12-31,,
269,Michiel Schapers,,198.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michiel-schapers/s021/player-activity?year=all&matchType=Singles,95.0,1959-10-11,,
270,Andres Gomez,Mexico,193.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/andres-gomez/g023/player-activity?year=all&matchType=Singles,84.0,1960-02-27,Colon Nunez,
271,Eric Winogradsky,,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/eric-winogradsky/w026/player-activity?year=all&matchType=Singles,80.0,1966-04-22,,
272,Federico Mordegan,Italy,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/federico-mordegan/m401/player-activity?year=all&matchType=Singles,72.0,1970-02-01,,
273,Markus Naewie,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/markus-naewie/n117/player-activity?year=all&matchType=Singles,80.0,1970-01-07,,
274,Chris Garner,,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/chris-garner/g196/player-activity?year=all&matchType=Singles,77.0,1969-04-07,,
275,Fredrik Perman,,193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fredrik-perman/p211/player-activity?year=all&matchType=Singles,86.0,1968-07-09,,
276,Tomas Weindorfer,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tomas-weindorfer/w159/player-activity?year=all&matchType=Singles,78.0,,,
277,Michael Daniel,Israel,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/michael-daniel/d184/player-activity?year=all&matchType=Singles,82.0,1965-11-21,,
278,Massimo Cierro,,173.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/massimo-cierro/c035/player-activity?year=all&matchType=Singles,70.0,1964-05-07,,
279,Srinivasan Vasudevan,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/srinivasan-vasudevan/v018/player-activity?year=all&matchType=Singles,80.0,1962-01-04,Illyas Ghouse,
280,Raul Antonio Viver,,191.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/raul-antonio-viver/v034/player-activity?year=all&matchType=Singles,75.0,1961-03-17,,
281,Hans Priller,Austria,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/hans-priller/p232/player-activity?year=all&matchType=Singles,78.0,,,
282,Jakob Johansson-Holm,Sweden,185.0,Right-Handed,https://www.atptour.com/en/players/jakob-johansson-holm/j724/player-activity?year=all&matchType=Singles,78.0,1995-05-15,,1176
283,Guy Den Heijer,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/guy-den-heijer/dh18/player-activity?year=all&matchType=Singles,78.0,1997-03-30,,737
284,Felipe Derdoy,Argentina,185.0,Right-Handed,https://www.atptour.com/en/players/felipe-derdoy/dg99/player-activity?year=all&matchType=Singles,78.0,1997-02-09,,1287
285,Dominik Boehler,Germany,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/dominik-boehler/bt42/player-activity?year=all&matchType=Singles,78.0,1996-02-21,,718
286,Loic Cloes,Belgium,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/loic-cloes/c09d/player-activity?year=all&matchType=Singles,78.0,1998-11-13,,615
287,Rayane Oumaouche,France,185.0,Left-Handed,https://www.atptour.com/en/players/rayane-oumaouche/o09n/player-activity?year=all&matchType=Singles,78.0,1997-06-22,,1424
288,Luka Pavlovic,France,185.0,Right-Handed,https://www.atptour.com/en/players/luka-pavlovic/p0ay/player-activity?year=all&matchType=Singles,78.0,2000-03-30,,988
289,Luis Humberto Lopez,Mexico,185.0,Right-Handed,https://www.atptour.com/en/players/luis-humberto-lopez/l0dd/player-activity?year=all&matchType=Singles,78.0,1997-07-26,,1296
290,Deney Wassermann,Netherlands,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/deney-wassermann/w0bd/player-activity?year=all&matchType=Singles,91.0,2001-03-25,Martijn Bok,1442
291,Dayne Kelly,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/dayne-kelly/ka22/player-activity?year=all&matchType=Singles,78.0,1990-07-23,,252
292,Claudio Fortuna,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/claudio-fortuna/f747/player-activity?year=all&matchType=Singles,78.0,1990-04-19,,417
293,Christian Sigsgaard,Denmark,188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/christian-sigsgaard/sy00/player-activity?year=all&matchType=Singles,88.0,1997-03-14,,411
294,Cheong-Eui Kim,South Korea,185.0,Right-Handed,https://www.atptour.com/en/players/cheong-eui-kim/k863/player-activity?year=all&matchType=Singles,78.0,1990-03-23,,435
295,Boris Fassbender,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/boris-fassbender/fc25/player-activity?year=all&matchType=Singles,78.0,1998-03-20,,1244
296,Bastian Malla,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/bastian-malla/mm24/player-activity?year=all&matchType=Singles,78.0,1996-09-22,,544
297,Colin Van Beem,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/colin-van-beem/v750/player-activity?year=all&matchType=Singles,78.0,1992-04-28,,480
298,Daniel De Jonge,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/daniel-de-jonge/d0cu/player-activity?year=all&matchType=Singles,78.0,1999-08-17,,813
299,Jimmy Connors,USA,178.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jimmy-connors/c044/player-activity?year=all&matchType=Singles,70.0,1952-09-02,,
300,Simon Dickson,Great Britain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/simon-dickson/d383/player-activity?year=all&matchType=Singles,78.0,1982-02-25,,271
301,Sebastian Jaeger,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sebastian-jaeger/j182/player-activity?year=all&matchType=Singles,78.0,1980-07-25,,255
302,Gregory Girault,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gregory-girault/g438/player-activity?year=all&matchType=Singles,78.0,1973-07-19,,827
303,Rainer Falenti,Austria,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/rainer-falenti/f263/player-activity?year=all&matchType=Singles,78.0,1973-02-15,,815
304,Ion Moldovan,,188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ion-moldovan/m600/player-activity?year=all&matchType=Singles,90.0,1978-01-17,Liviu Vasilescu,
305,Maxime Boye,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maxime-boye/b491/player-activity?year=all&matchType=Singles,78.0,1976-03-06,,235
306,Agustin Garizzio,Argentina,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/agustin-garizzio/g216/player-activity?year=all&matchType=Singles,73.0,1970-03-19,,921
307,Alberto Banus-Sado,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alberto-banus-sado/b551/player-activity?year=all&matchType=Singles,78.0,1974-06-06,,1089
308,Filippo Messori,Italy,173.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/filippo-messori/m511/player-activity?year=all&matchType=Singles,68.0,1973-11-12,,73
309,Patrik Fredriksson,Sweden,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/patrik-fredriksson/f278/player-activity?year=all&matchType=Singles,76.0,1973-05-16,,135
310,Henrik Andersson,Sweden,0.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/henrik-andersson/a280/player-activity?year=all&matchType=Singles,0.0,1977-05-02,,356
311,Fabrice Betencourt,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fabrice-betencourt/b688/player-activity?year=all&matchType=Singles,78.0,1973-09-17,,617
312,Kalle Flygt,Sweden,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kalle-flygt/f290/player-activity?year=all&matchType=Singles,78.0,1976-06-15,,401
313,Fredrik Loven,Sweden,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fredrik-loven/l364/player-activity?year=all&matchType=Singles,78.0,1976-05-25,,212
314,Timothy Aerts,Belgium,0.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/timothy-aerts/a260/player-activity?year=all&matchType=Singles,0.0,1976-09-14,,426
315,Charles-Edouard Maria,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/charles-edouard-maria/m620/player-activity?year=all&matchType=Singles,78.0,1974-05-18,,
316,Arnaud Fontaine,Belgium,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/arnaud-fontaine/f284/player-activity?year=all&matchType=Singles,78.0,1977-05-17,,299
317,Lee Pearson,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/lee-pearson/p388/player-activity?year=all&matchType=Singles,78.0,1976-09-06,,127
318,Martin Rodriguez,Argentina,178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/martin-rodriguez/r251/player-activity?year=all&matchType=Singles,75.0,1969-12-18,Horacio De La Pena,
319,Dariusz Kuligowski,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/dariusz-kuligowski/ka06/player-activity?year=all&matchType=Singles,78.0,1987-03-19,,
320,Christopher Koderisch,Germany,180.0,Right-Handed,https://www.atptour.com/en/players/christopher-koderisch/k696/player-activity?year=all&matchType=Singles,73.0,,,473
321,Marc Canovas,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-canovas/c536/player-activity?year=all&matchType=Singles,78.0,1978-09-14,,416
322,Romano Tatuhey,Antily (NIZ),185.0,Right-Handed,https://www.atptour.com/en/players/romano-tatuhey/t838/player-activity?year=all&matchType=Singles,78.0,,,1118
323,Philipp Hammer,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/philipp-hammer/h500/player-activity?year=all&matchType=Singles,78.0,1981-07-19,,467
324,Olivier Vandewiele,France,185.0,Right-Handed,https://www.atptour.com/en/players/olivier-vandewiele/v409/player-activity?year=all&matchType=Singles,78.0,,,1218
325,Juan-Luis Rascon-Lope,Spain,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-luis-rascon-lope/r240/player-activity?year=all&matchType=Singles,78.0,1971-03-02,,607
326,Massimo Ocera,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/massimo-ocera/o176/player-activity?year=all&matchType=Singles,78.0,1982-03-24,,385
327,Dominique Coene,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/dominique-coene/c664/player-activity?year=all&matchType=Singles,78.0,1982-01-23,,324
328,Jean-Michel Durango,Ecuador,185.0,Right-Handed,https://www.atptour.com/en/players/jean-michel-durango/d753/player-activity?year=all&matchType=Singles,78.0,1988-01-22,,998
329,Stefan Kilchhofer,Switzerland,185.0,Right-Handed,https://www.atptour.com/en/players/stefan-kilchhofer/k738/player-activity?year=all&matchType=Singles,78.0,1986-01-03,,712
330,Sebastien Lami,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sebastien-lami/l387/player-activity?year=all&matchType=Singles,78.0,1977-02-10,,556
331,Bernard Parun,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bernard-parun/p456/player-activity?year=all&matchType=Singles,78.0,1979-05-24,,396
332,Carlos Gomez-Diaz,Argentina,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/carlos-gomez-diaz/g214/player-activity?year=all&matchType=Singles,78.0,1968-12-24,,
333,Gergely Kisgyorgy,Hungary,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gergely-kisgyorgy/k299/player-activity?year=all&matchType=Singles,78.0,1976-03-08,,109
334,Joan Jimenez-Guerra,Andorra,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/joan-jimenez-guerra/j159/player-activity?year=all&matchType=Singles,78.0,1978-01-24,,357
335,Francisco Cabello,Argentina,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-cabello/c457/player-activity?year=all&matchType=Singles,83.0,1972-12-06,Juan Carlos Rivarola,133
336,Steven Korteling,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/steven-korteling/k740/player-activity?year=all&matchType=Singles,78.0,1984-01-16,,456
337,Bertrand Contzler,France,185.0,Right-Handed,https://www.atptour.com/en/players/bertrand-contzler/c677/player-activity?year=all&matchType=Singles,78.0,1982-03-22,,716
338,Marcello Craca,Germany,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcello-craca/c439/player-activity?year=all&matchType=Singles,76.0,1974-10-27,Corrado Barazzutti,399
339,Jan Weinzierl,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-weinzierl/w201/player-activity?year=all&matchType=Singles,78.0,1973-05-01,,232
340,Jakob Hlasek,Switzerland,188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/jakob-hlasek/h025/player-activity?year=all&matchType=Singles,78.0,1964-11-12,Ivo Werner,
341,Daniele Balducci,Italy,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/daniele-balducci/b390/player-activity?year=all&matchType=Singles,78.0,1970-09-10,,701
342,Christian Saceanu,Germany,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-saceanu/s288/player-activity?year=all&matchType=Singles,80.0,1968-07-08,,
343,Nicklas Utgren,Sweden,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/nicklas-utgren/u020/player-activity?year=all&matchType=Singles,82.0,1969-01-12,,
344,Ruben Gajardo,Chile,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ruben-gajardo/g165/player-activity?year=all&matchType=Singles,78.0,1968-01-05,,
345,Gabriel Markus,Argentina,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gabriel-markus/m412/player-activity?year=all&matchType=Singles,76.0,1970-03-31,,
346,Emilio Sanchez,Spain,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/emilio-sanchez/s014/player-activity?year=all&matchType=Singles,74.0,1965-05-29,Pato Alvarez,
347,Patrik Kuhnen,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/patrik-kuhnen/k030/player-activity?year=all&matchType=Singles,82.0,1966-02-11,Helmut Luthy,
348,Sule Ladipo,,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sule-ladipo/l249/player-activity?year=all&matchType=Singles,75.0,1974-04-09,,
349,Pierre Bouteyre,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/pierre-bouteyre/b439/player-activity?year=all&matchType=Singles,82.0,1971-09-07,,
350,Chuck Adams,USA,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/chuck-adams/a199/player-activity?year=all&matchType=Singles,81.0,1971-04-23,David Smith,
351,Stefan Edberg,Sweden,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stefan-edberg/e004/player-activity?year=all&matchType=Singles,77.0,1966-01-19,Tony Pickard,
352,Guy Forget,France,191.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/guy-forget/f035/player-activity?year=all&matchType=Singles,80.0,1965-01-04,,
353,Jeremy Bates,Great Britain,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jeremy-bates/b021/player-activity?year=all&matchType=Singles,73.0,1962-06-19,,
354,Amos Mansdorf,,175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/amos-mansdorf/m012/player-activity?year=all&matchType=Singles,73.0,1965-10-20,Dean Goldfine,
355,Wally Masur,Australia,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wally-masur/m030/player-activity?year=all&matchType=Singles,76.0,1963-05-13,Gavin Hopper,
356,Christian Miniussi,Argentina,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-miniussi/m069/player-activity?year=all&matchType=Singles,75.0,1967-07-05,,
357,Jonas Svensson,Sweden,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jonas-svensson/s101/player-activity?year=all&matchType=Singles,76.0,1966-10-21,Tim Klein,
358,Jaime Yzaga,Peru,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jaime-yzaga/y017/player-activity?year=all&matchType=Singles,68.0,1967-10-23,Pato Rodriguez,
359,Anders Jarryd,Sweden,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/anders-jarryd/j006/player-activity?year=all&matchType=Singles,70.0,1961-07-13,Jon-Anders Sjogren,
360,Pietro Pennisi,Italy,173.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/pietro-pennisi/p173/player-activity?year=all&matchType=Singles,67.0,1970-04-11,,
361,Xavier Daufresne,Belgium,193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/xavier-daufresne/d190/player-activity?year=all&matchType=Singles,87.0,1968-12-24,,
362,Christian Schaffkes,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-schaffkes/s520/player-activity?year=all&matchType=Singles,78.0,1971-05-30,,
363,David Engel,Sweden,180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-engel/e061/player-activity?year=all&matchType=Singles,74.0,1967-10-17,Tim Klein,
364,Francisco Yunis,Argentina,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francisco-yunis/y003/player-activity?year=all&matchType=Singles,80.0,1964-08-12,,
365,Gilad Bloom,Israel,173.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/gilad-bloom/b051/player-activity?year=all&matchType=Singles,73.0,1967-03-01,Slomo Zoref,
366,Gonzalo Lopez-Fabero,Spain,191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/gonzalo-lopez-fabero/l224/player-activity?year=all&matchType=Singles,93.0,,,
367,Juan Carlos Baguena,,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-carlos-baguena/b084/player-activity?year=all&matchType=Singles,79.0,1967-01-07,,
368,Mats Wilander,Sweden,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mats-wilander/w023/player-activity?year=all&matchType=Singles,77.0,1964-08-22,,
369,Jordi Arrese,Spain,175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jordi-arrese/a034/player-activity?year=all&matchType=Singles,64.0,1964-08-29,,
370,Wojtek Kowalski,Poland,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wojtek-kowalski/k067/player-activity?year=all&matchType=Singles,80.0,1967-10-10,,
371,Carl-Uwe Steeb,Germany,180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/carl-uwe-steeb/s080/player-activity?year=all&matchType=Singles,75.0,1967-09-01,Stefan Schasselhuber,
372,Aaron Krickstein,USA,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/aaron-krickstein/k023/player-activity?year=all&matchType=Singles,73.0,1967-08-02,Gavin Hopper,
373,Henri Leconte,France,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/henri-leconte/l014/player-activity?year=all&matchType=Singles,79.0,1963-07-04,Gunther Bresnik,
374,Kim Warwick,Australia,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kim-warwick/w006/player-activity?year=all&matchType=Singles,77.0,1952-04-08,,
375,Yuri Soberon,Belgium,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/yuri-soberon/s654/player-activity?year=all&matchType=Singles,78.0,,,
376,Franck Osvald,France,185.0,Right-Handed,https://www.atptour.com/en/players/franck-osvald/o191/player-activity?year=all&matchType=Singles,78.0,1975-03-06,,
377,Djalmar Sistermans,Netherlands,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/djalmar-sistermans/s733/player-activity?year=all&matchType=Singles,78.0,1976-12-20,,147
378,Cyril Saubion,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/cyril-saubion/s812/player-activity?year=all&matchType=Singles,78.0,1973-10-21,,727
379,Aleksander Mierzwinski,Poland,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/aleksander-mierzwinski/m532/player-activity?year=all&matchType=Singles,78.0,1975-12-07,,1246
380,Gene Mayer,USA,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gene-mayer/m038/player-activity?year=all&matchType=Singles,68.0,1956-04-11,,
381,Tomas Zivnicek,,185.0,Right-Handed,https://www.atptour.com/en/players/tomas-zivnicek/z107/player-activity?year=all&matchType=Singles,78.0,1979-03-21,,
382,German Lopez,Spain,193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/german-lopez/l202/player-activity?year=all&matchType=Singles,80.0,1971-12-29,,
383,Ignacio Truyol,Spain,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/ignacio-truyol/t206/player-activity?year=all&matchType=Singles,64.0,1973-08-17,Mario Naturalli,842
384,Cyril Martin,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/cyril-martin/m777/player-activity?year=all&matchType=Singles,78.0,1980-02-28,,485
385,Rodrigo Cerdera,Argentina,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/rodrigo-cerdera/c483/player-activity?year=all&matchType=Singles,78.0,1977-02-04,,976
386,Nicklas Kulti,,191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/nicklas-kulti/k181/player-activity?year=all&matchType=Singles,88.0,1971-04-22,Martin Bohm,
387,Igor Kornienko,Russia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/igor-kornienko/k284/player-activity?year=all&matchType=Singles,78.0,1972-07-16,,773
388,Paul Patrick Brabant,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/paul-patrick-brabant/b726/player-activity?year=all&matchType=Singles,78.0,1976-06-05,,831
389,David Basile,Belgium,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-basile/b586/player-activity?year=all&matchType=Singles,78.0,1975-08-31,,354
390,Wim Neefs,Belgium,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/wim-neefs/n257/player-activity?year=all&matchType=Singles,78.0,1976-03-08,,178
391,Jose Imaz-Ruiz,,178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jose-imaz-ruiz/i047/player-activity?year=all&matchType=Singles,70.0,1974-05-30,Alfredo Puente,
392,Gabrio Castrichella,Italy,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gabrio-castrichella/c306/player-activity?year=all&matchType=Singles,78.0,1972-10-24,,291
393,Robert Orlik,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/robert-orlik/o108/player-activity?year=all&matchType=Singles,78.0,1974-03-13,,
394,Thierry Massa,Belgium,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thierry-massa/m658/player-activity?year=all&matchType=Singles,78.0,1972-11-30,,
395,Javier Sanchez,Spain,178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/javier-sanchez/s015/player-activity?year=all&matchType=Singles,70.0,1968-02-01,,
396,Carlos Costa,Spain,183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/carlos-costa/c179/player-activity?year=all&matchType=Singles,73.0,1968-04-22,Javier Duarte,
397,Alexandre Strambini,Switzerland,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexandre-strambini/s630/player-activity?year=all&matchType=Singles,78.0,1975-05-16,,538
398,Andreas Weber,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andreas-weber/w237/player-activity?year=all&matchType=Singles,78.0,1976-04-26,,314
399,Collin Altamirano,USA,188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/collin-altamirano/ac84/player-activity?year=all&matchType=Singles,85.0,1995-12-07,"Joseph Gilbert, Thom Billadeau, Jimmy Roberts",267
400,Ricardo Rodriguez - Pace,Venezuela,185.0,Right-Handed,https://www.atptour.com/en/players/ricardo-rodriguez---pace/rb00/player-activity?year=all&matchType=Singles,78.0,1993-04-28,,
401,Jaroslav Pospisil,Czech Republic,175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jaroslav-pospisil/p605/player-activity?year=all&matchType=Singles,75.0,1981-02-09,Pospisil Jaroslav Sen.,103
402,Arthur Fery,Great Britain,173.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/arthur-fery/f0dm/player-activity?year=all&matchType=Singles,75.0,2002-07-12,Benoit Foucher,324
403,Laurynas Grigelis,,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/laurynas-grigelis/ga71/player-activity?year=all&matchType=Singles,78.0,1991-08-14,Fabio Gorietti & Federico Torresi,
404,Max Houkes,Netherlands,188.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/max-houkes/h0cx/player-activity?year=all&matchType=Singles,78.0,2000-07-03,Colin Van Beem,484
405,Yanais Laurent,France,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/yanais-laurent/lc18/player-activity?year=all&matchType=Singles,76.0,1992-06-06,,503
406,Paul Woerner,Germany,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/paul-woerner/w725/player-activity?year=all&matchType=Singles,78.0,1996-08-23,,740
407,Manuel Sanchez,Mexico,0.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/manuel-sanchez/si82/player-activity?year=all&matchType=Singles,78.0,1991-01-05,Marcela Montemayor,
408,Nikita Mashtakov,,175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nikita-mashtakov/mw62/player-activity?year=all&matchType=Singles,77.0,1999-03-18,Bruno Urisk,
409,Jacob Grills,Australia,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jacob-grills/ge73/player-activity?year=all&matchType=Singles,78.0,1995-06-18,,381
410,Sidane Pontjodikromo,Netherlands,178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/sidane-pontjodikromo/p0be/player-activity?year=all&matchType=Singles,75.0,2000-10-24,Tjerk Bogtstra,440
