PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
Francois-Arthur Vibert,"Bron, France",188.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/francois-arthur-vibert/v635/player-activity?year=all&matchType=Singles,80.0,1990-08-03,,591
Jonathan Kanar,"Toulon, France",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/jonathan-kanar/kd71/player-activity?year=all&matchType=Singles,72.0,1994-09-19,,491
Jerzy Janowicz,"Lodz, Poland",203.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jerzy-janowicz/j397/player-activity?year=all&matchType=Singles,94.0,1990-11-13,,646
Paul-Henri Mathieu,"Strasbourg, France",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/paul-henri-mathieu/m850/player-activity?year=all&matchType=Singles,74.0,1982-01-12,Nicolas Devilder,12
Ruben Ramirez Hidalgo,"Alicante, Spain",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ruben-ramirez-hidalgo/r383/player-activity?year=all&matchType=Singles,74.0,1978-01-06,,50
Radek Stepanek,"Karvina, Czech Republic",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/radek-stepanek/s694/player-activity?year=all&matchType=Singles,76.0,1978-11-27,Petr Korda,8
Adan Freire Da Silva,France,185.0,Right-Handed,https://www.atptour.com/en/players/adan-freire-da-silva/f0bj/player-activity?year=all&matchType=Singles,78.0,1999-05-05,,1220
Florian Mayer,"Bayreuth, Germany",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/florian-mayer/mb02/player-activity?year=all&matchType=Singles,82.0,1983-10-05,Tobias Summerer,18
Mikhail Youzhny,"Moscow, Russia",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/mikhail-youzhny/y061/player-activity?year=all&matchType=Singles,73.0,1982-06-25,Boris Sobkin,8
Julien Benneteau,"Bourg-en-Bresse, France",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/julien-benneteau/b747/player-activity?year=all&matchType=Singles,79.0,1981-12-20,Antoine Benneteau,25
Gilles Muller,"Luxembourg City, Luxembourg",193.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/gilles-muller/ma30/player-activity?year=all&matchType=Singles,89.0,1983-05-09,"Benjamin Balleret, Alexandre Lisiecki",21
Marcos Giraldi Requena,Spain,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marcos-giraldi-requena/gd11/player-activity?year=all&matchType=Singles,78.0,1993-11-26,,618
Jonas Merckx,"Aalst, Belgium",173.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/jonas-merckx/ml91/player-activity?year=all&matchType=Singles,78.0,1993-10-04,Pim Van Mele,443
Jannis Kahlke,"Marburg, Germany",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/jannis-kahlke/kc73/player-activity?year=all&matchType=Singles,77.0,1994-06-09,,823
Alban Meuffels,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/alban-meuffels/ml71/player-activity?year=all&matchType=Singles,78.0,1992-08-24,,593
Eduardo Dischinger,Brazil,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/eduardo-dischinger/d915/player-activity?year=all&matchType=Singles,78.0,1992-05-18,,540
Jorge Montero,Chile,185.0,Right-Handed,https://www.atptour.com/en/players/jorge-montero/mi52/player-activity?year=all&matchType=Singles,78.0,1990-09-21,,339
Maxime Authom,Belgium,0.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maxime-authom/a789/player-activity?year=all&matchType=Singles,0.0,1987-03-29,,232
Boy Westerhof,"Assen, The Netherlands",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/boy-westerhof/w483/player-activity?year=all&matchType=Singles,80.0,1985-10-24,Marc Duncker,201
Sam Barry,"Limerick, Ireland",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/sam-barry/bh22/player-activity?year=all&matchType=Singles,83.0,1992-01-27,,255
Michael Berrer,"Stuttgart, Germany",193.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michael-berrer/b678/player-activity?year=all&matchType=Singles,100.0,1980-07-01,Kevin Sorensen,42
Marcus Willis,"Slough, Great Britain",191.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marcus-willis/w521/player-activity?year=all&matchType=Singles,91.0,1990-10-09,Matt Smith,322.0
Robin Kern,"Nuremberg, Germany",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/robin-kern/kb43/player-activity?year=all&matchType=Singles,87.0,1993-10-03,Daniel Steinbrenner,350
Thomas Brechemier,"Boulogne Billancourt, France",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/thomas-brechemier/bm17/player-activity?year=all&matchType=Singles,72.0,1996-06-28,Matthieu Rodrigues,399
Adrian Ungur,"Pitesti, Romania",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/adrian-ungur/u061/player-activity?year=all&matchType=Singles,73.0,1985-01-22,Fabrizio Fanucci,79
Michael Linzer,"Oberpullendorf, Austria",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/michael-linzer/l941/player-activity?year=all&matchType=Singles,77.0,1989-11-02,Marco Mirnegg,236
Alejandro Falla,"Cali, Colombia",185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alejandro-falla/f444/player-activity?year=all&matchType=Singles,77.0,1983-11-14,Jose De Armas,50
David Guez,"Marseille, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-guez/g753/player-activity?year=all&matchType=Singles,75.0,1982-12-08,Rosant Philippe,116
Kristijan Mesaros,"Slavonski Brod, Croatia",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/kristijan-mesaros/mf90/player-activity?year=all&matchType=Singles,89.0,1988-07-02,,184
Axel Michon,France,185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/axel-michon/mi11/player-activity?year=all&matchType=Singles,78.0,1990-12-16,,379
Benjamin Becker,"Merzig, Germany",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/benjamin-becker/b896/player-activity?year=all&matchType=Singles,72.0,1981-06-16,Andrei Pavel,35
Blake Mott,"Caringbah, Australia",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/blake-mott/mm79/player-activity?year=all&matchType=Singles,77.0,1996-04-21,Peter Luczak,892
Marco Chiudinelli,"Basel, Switzerland",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/marco-chiudinelli/c582/player-activity?year=all&matchType=Singles,85.0,1981-09-10,Jan Vacek,52
Frank Dancevic,"Niagara Falls, Canada",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/frank-dancevic/d499/player-activity?year=all&matchType=Singles,79.0,1984-09-26,Dejan Cvetkovic,65
Nils Langer,"Ludwigsburg, Germany",193.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/nils-langer/l908/player-activity?year=all&matchType=Singles,77.0,1990-01-25,"Markus Wislsperger, Tobias Summerer",188
Amir Weintraub,"Rehovot, Israel",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/amir-weintraub/w471/player-activity?year=all&matchType=Singles,80.0,1986-09-16,,161
Andre Ghem,"Porto Alegre, Brazil",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/andre-ghem/g602/player-activity?year=all&matchType=Singles,86.0,1982-05-29,Carlos Zwetsch,118
Nico Mertens,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/nico-mertens/mv86/player-activity?year=all&matchType=Singles,78.0,1994-04-04,,
Julien Obry,"Corbie, France",173.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/julien-obry/o410/player-activity?year=all&matchType=Singles,73.0,1991-09-04,Federation Francaise De Tennis Team,250
Gaetan De Lovinfosse,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/gaetan-de-lovinfosse/da32/player-activity?year=all&matchType=Singles,78.0,1991-09-05,,771
Jerome Inzerillo,France,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jerome-inzerillo/i229/player-activity?year=all&matchType=Singles,78.0,1990-02-15,,319
Philipp Davydenko,"Volgograd, Russia",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/philipp-davydenko/d908/player-activity?year=all&matchType=Singles,81.0,1992-09-02,Eduard Davydenko,
Daniel Glancy,Ireland,185.0,Right-Handed,https://www.atptour.com/en/players/daniel-glancy/ga84/player-activity?year=all&matchType=Singles,78.0,1988-11-13,,718
Maikel Borg,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/maikel-borg/bv09/player-activity?year=all&matchType=Singles,78.0,1997-08-14,,521
Hunter Johnson,"Taos, NM, USA",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/hunter-johnson/j615/player-activity?year=all&matchType=Singles,75.0,1994-06-02,Jeff Johnson,201
Robert Constantinovici,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/robert-constantinovici/cg52/player-activity?year=all&matchType=Singles,78.0,1995-03-01,,1096
Franco David Aubone,Argentina,185.0,Right-Handed,https://www.atptour.com/en/players/franco-david-aubone/ag26/player-activity?year=all&matchType=Singles,78.0,1999-10-16,,1277
Romain Arneodo,"Cannes, France",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/romain-arneodo/aa81/player-activity?year=all&matchType=Singles,73.0,1992-08-04,Guillaume Couillard,55
Loic Juszczak,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/loic-juszczak/j727/player-activity?year=all&matchType=Singles,78.0,1997-02-21,,
Alexandre Folie,"Charleroi, Belgium",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandre-folie/f743/player-activity?year=all&matchType=Singles,82.0,1990-01-31,,334
Antal Van Der Duim,"Heerenveen, Netherlands",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/antal-van-der-duim/v494/player-activity?year=all&matchType=Singles,80.0,1987-09-16,,214
Maxime Teixeira,France,188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/maxime-teixeira/t999/player-activity?year=all&matchType=Singles,75.0,1989-01-18,Boris Vallejo,154
Michael Llodra,"Paris, France",191.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michael-llodra/l428/player-activity?year=all&matchType=Singles,80.0,1980-05-18,,21
Victor Crivoi,"Bucharest, Romania",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/victor-crivoi/c856/player-activity?year=all&matchType=Singles,75.0,1982-05-25,Claudiu Munteanu,300
Martin Vaisse,France,185.0,Right-Handed,https://www.atptour.com/en/players/martin-vaisse/v790/player-activity?year=all&matchType=Singles,78.0,1987-08-11,,453
Fabrice Martin,"Bayonne, France",198.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/fabrice-martin/me04/player-activity?year=all&matchType=Singles,100.0,1986-09-11,Paul Forsyth,19
Florent Serra,"Bordeaux, France",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/florent-serra/s963/player-activity?year=all&matchType=Singles,78.0,1981-02-28,Jerome Haehnel,36
Alexandre Penaud,"Choler, France",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexandre-penaud/pb24/player-activity?year=all&matchType=Singles,90.0,1987-05-20,,531
Josselin Ouanna,"Tours, France",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/josselin-ouanna/o264/player-activity?year=all&matchType=Singles,91.0,1986-04-14,Jerome Potier/Laurent Raymond,88
Marc Gicquel,"Tunis, Tunisia",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marc-gicquel/g436/player-activity?year=all&matchType=Singles,75.0,1977-03-30,Thierry Ascione,37
Richard Becker,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/richard-becker/bg63/player-activity?year=all&matchType=Singles,78.0,1991-01-29,,336
Marcelo Plaza,"Santiago, Chile",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/marcelo-plaza/pf18/player-activity?year=all&matchType=Singles,78.0,1994-01-27,Juan-Pablo Abarca,1071
Mauricio Astorga,"Mexico City, Mexico",0.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/mauricio-astorga/a803/player-activity?year=all&matchType=Singles,74.0,1991-06-19,Bruno Rodriguez,686
Bobbie De Goeijen,"Rotterdam, Netherlands",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/bobbie-de-goeijen/da34/player-activity?year=all&matchType=Singles,78.0,1992-07-05,,1127
Eduardo Peralta-Tello,Mexico,185.0,Right-Handed,https://www.atptour.com/en/players/eduardo-peralta-tello/pb05/player-activity?year=all&matchType=Singles,78.0,1989-04-15,,540
Philipp Petzschner,"Bayreuth, Germany",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/philipp-petzschner/p624/player-activity?year=all&matchType=Singles,77.0,1984-03-24,Stefan Eriksson,35
Louk Sorensen,Ireland,175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/louk-sorensen/sd69/player-activity?year=all&matchType=Singles,78.0,1985-01-07,Kevin Sorensen,175
Lukasz Kubot,"Boleslawiec, Poland",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lukasz-kubot/k540/player-activity?year=all&matchType=Singles,88.0,1982-05-16,Jan Stoces,250
Henrique Cunha,"Jau, Brazil",178.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/henrique-cunha/cb58/player-activity?year=all&matchType=Singles,75.0,1990-04-30,-,244
Victor Hanescu,"Bucharest, Romania",198.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/victor-hanescu/h528/player-activity?year=all&matchType=Singles,88.0,1981-07-21,"Florian Arsenescu,Dave Dehaan, & Julius Barbat",26
Albert Montanes,Sant Carles de la Rapita,175.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/albert-montanes/m824/player-activity?year=all&matchType=Singles,70.0,1980-11-26,Pere Icart,22
Farrukh Dustov,"Tashkent, Uzbekistan",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/farrukh-dustov/d551/player-activity?year=all&matchType=Singles,88.0,1986-05-22,,98
Lleyton Hewitt,"Adelaide, Australia",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/lleyton-hewitt/h432/player-activity?year=all&matchType=Singles,77.0,1981-02-24,Tony Roche And Jaymon Crabb,1
Jolan Cailleau,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/jolan-cailleau/ci49/player-activity?year=all&matchType=Singles,78.0,1995-06-28,,881
Andreas Beck,"Weingarten, Germany",191.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andreas-beck/ba86/player-activity?year=all&matchType=Singles,89.0,1986-02-05,Louk Sorensen,33
Daniel Appelgren,"Bor�s, Sweden",175.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/daniel-appelgren/ad41/player-activity?year=all&matchType=Singles,67.0,1996-05-06,,695
Eros Siringo,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/eros-siringo/sm19/player-activity?year=all&matchType=Singles,78.0,1991-05-21,,1104
Ivan Bjelica,Serbia,185.0,Right-Handed,https://www.atptour.com/en/players/ivan-bjelica/bb20/player-activity?year=all&matchType=Singles,78.0,1984-02-15,,290
Matwe Middelkoop,"Leerdam, The Netherlands",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/matwe-middelkoop/mb88/player-activity?year=all&matchType=Singles,85.0,1983-09-03,"Willem-Jan Van Hulst, Gerard Van Hellemondt",21
Elie Rousset,Saint Etienne,198.0,"Ambidextrous, Unknown Backhand",https://www.atptour.com/en/players/elie-rousset/ra15/player-activity?year=all&matchType=Singles,88.0,1989-09-05,,454
Vincent Van den Honert,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/vincent-van-den-honert/v813/player-activity?year=all&matchType=Singles,78.0,1993-04-20,,1113
Paul Monteban,Netherlands,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/paul-monteban/mv12/player-activity?year=all&matchType=Singles,78.0,1993-01-18,,633
Zhaoyi Cao,HEILONGJIANG,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/zhaoyi-cao/cg42/player-activity?year=all&matchType=Singles,75.0,1993-12-05,,848
Matthieu Roy,France,185.0,Right-Handed,https://www.atptour.com/en/players/matthieu-roy-/ra95/player-activity?year=all&matchType=Singles,78.0,1989-09-22,,676
Teodor-Dacian Craciun,Rm Valcea,170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/teodor-dacian-craciun/c546/player-activity?year=all&matchType=Singles,81.0,1980-06-06,,215
Deiton Baughman,USA,185.0,Right-Handed,https://www.atptour.com/en/players/deiton-baughman/bm19/player-activity?year=all&matchType=Singles,78.0,1996-04-23,,319
Theo Fournerie,France,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/theo-fournerie/f916/player-activity?year=all&matchType=Singles,78.0,1997-03-06,,788
Tim Van Terheijden,Netherlands,185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/tim-van-terheijden/v626/player-activity?year=all&matchType=Singles,78.0,1990-01-20,,301
Louis Chaix,France,185.0,Right-Handed,https://www.atptour.com/en/players/louis-chaix/cn76/player-activity?year=all&matchType=Singles,78.0,1995-05-14,,1259
Tom Farquharson,Great Britain,185.0,Right-Handed,https://www.atptour.com/en/players/tom-farquharson/f751/player-activity?year=all&matchType=Singles,78.0,1992-02-12,,1145
Ricardo Urzua-Rivera,"Rancagua, Chile",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ricardo-urzua-rivera/u105/player-activity?year=all&matchType=Singles,65.0,1989-02-10,Aldo Alvarez,403
Johann Willems,"Sibiu, Romania",180.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/johann-willems/w704/player-activity?year=all&matchType=Singles,75.0,1995-01-12,Michael Schmidtmann,1124
Simeon Rossier,"Neuchatel, Switzerland",173.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/simeon-rossier/rc83/player-activity?year=all&matchType=Singles,62.0,1995-01-15,Pablo Minutella,737
Leon Schutt,"Itzehoe, Germany",183.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/leon-schutt/sq62/player-activity?year=all&matchType=Singles,79.0,1993-11-11,,746
Pirmin Haenle,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/pirmin-haenle/h844/player-activity?year=all&matchType=Singles,78.0,1988-10-31,,426
Marek Michalicka,"Prague, Czech Republic",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marek-michalicka/mf78/player-activity?year=all&matchType=Singles,74.0,1986-12-23,Petr Kovacka,235
Timon Reichelt,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/timon-reichelt/rb27/player-activity?year=all&matchType=Singles,78.0,1989-05-19,,627
Andreas Haider-Maurer,"Zwettl, Austria",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andreas-haider-maurer/h804/player-activity?year=all&matchType=Singles,89.0,1987-03-22,Daniel Huber,47
Sander Gille,"Hasselt, Belgium",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/sander-gille/gd32/player-activity?year=all&matchType=Singles,75.0,1991-01-15,Jeff Coetzee,42
Stephan Fransen,Netherlands,185.0,Right-Handed,https://www.atptour.com/en/players/stephan-fransen/f663/player-activity?year=all&matchType=Singles,78.0,1988-08-08,,141
Stijn Meulemans,Diest,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/stijn-meulemans/mn30/player-activity?year=all&matchType=Singles,75.0,1992-06-26,"Michiel Antheunis, Benny Vanhoudt",661
Moritz Dettinger,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/moritz-dettinger/d998/player-activity?year=all&matchType=Singles,78.0,1991-01-24,,874
Stijn Slump,Netherlands,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stijn-slump/s0e6/player-activity?year=all&matchType=Singles,85.0,1999-01-21,Marc Duncker,1103
Karol Beck,"Zvolen, Slovak Republic",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/karol-beck/b804/player-activity?year=all&matchType=Singles,74.0,1982-04-03,Jan Kroslak,36
Seppe Cuypers,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/seppe-cuypers/c09c/player-activity?year=all&matchType=Singles,78.0,1998-06-24,,
Tom Schonenberg,Germany,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tom-schonenberg/so25/player-activity?year=all&matchType=Singles,75.0,1991-06-15,,673
Victor Poncelet,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/victor-poncelet/pm60/player-activity?year=all&matchType=Singles,78.0,1997-12-26,,1063
Gleb Alekseenko,"Izmail, Ukraine",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gleb-alekseenko/a704/player-activity?year=all&matchType=Singles,85.0,1983-05-19,,609
Floris Van Den Brink,Netherlands,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/floris-van-den-brink/v09g/player-activity?year=all&matchType=Singles,78.0,1995-07-21,,1487
Mark-flavius Andres,Germany,185.0,Right-Handed,https://www.atptour.com/en/players/mark-flavius-andres/ac75/player-activity?year=all&matchType=Singles,78.0,1992-11-27,,1548
Adrian Sikora,Slovakia,185.0,Right-Handed,https://www.atptour.com/en/players/adrian-sikora/se78/player-activity?year=all&matchType=Singles,78.0,1988-07-05,,352
Robert Willekes Macdonald,"The Hague, Netherlands",185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/robert-willekes-macdonald/w802/player-activity?year=all&matchType=Singles,95.0,1994-12-07,Martijn Belgraver,1149
Romain Sichez,France,185.0,Right-Handed,https://www.atptour.com/en/players/romain-sichez/sk52/player-activity?year=all&matchType=Singles,78.0,1990-09-24,,413
Simon Navarro,"Santiago, Chile",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/simon-navarro/n635/player-activity?year=all&matchType=Singles,84.0,1992-02-08,"Martín Rodríguez, Walter Grinovero",1181
Francesco Picco,"Genova, Italy",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/francesco-picco/pe19/player-activity?year=all&matchType=Singles,70.0,1991-01-01,Mauro Balestra,464
Dorian Descloix,"Montpellier, France",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/dorian-descloix/d862/player-activity?year=all&matchType=Singles,78.0,1988-03-14,Guillaume De Verbizier,666
Igor Zelenay,"Trencin, Slovakia",198.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/igor-zelenay/z134/player-activity?year=all&matchType=Singles,88.0,1982-10-02,Patrik Fabian,140
Julian Reister,"Hamburg, Germany",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/julian-reister/r782/player-activity?year=all&matchType=Singles,87.0,1986-04-02,"Herby Horst, Jan Velthuis",83
Dennis Bogaert,Belgium,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/dennis-bogaert/bp62/player-activity?year=all&matchType=Singles,78.0,1992-03-06,,1389
Adam Chadaj,warsaw,178.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/adam-chadaj/c660/player-activity?year=all&matchType=Singles,72.0,1984-05-01,,204
Arnaud Neveux,Belgium,185.0,Right-Handed,https://www.atptour.com/en/players/arnaud-neveux/n834/player-activity?year=all&matchType=Singles,78.0,1994-12-27,,
Simen Sunde Bratholm,Norway,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/simen-sunde-bratholm/b0a4/player-activity?year=all&matchType=Singles,78.0,1999-03-04,,
Nico Matic,"Hamburg, Germany",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nico-matic/mn08/player-activity?year=all&matchType=Singles,76.0,1992-01-01,Felipe Parada,1334
David Fleming,Providencia,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/david-fleming/f759/player-activity?year=all&matchType=Singles,66.0,1992-04-05,Arturo Palma,1082
Milos Sekulic,"Stockholm, Sweden",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/milos-sekulic/sj15/player-activity?year=all&matchType=Singles,73.0,1989-11-04,,643
Nils Brinkmann,"Idar-Oberstein, Germany",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/nils-brinkmann/bj48/player-activity?year=all&matchType=Singles,82.0,1992-06-25,,
Franjo Raspudic,"Mostar, Bosnia & Herzegovina",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/franjo-raspudic/ra52/player-activity?year=all&matchType=Singles,83.0,1990-11-15,Zeljko Dodig,634
Albert Portas,"Barcelona, Spain",188.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/albert-portas/p305/player-activity?year=all&matchType=Singles,78.0,1973-11-15,Marcos Aurelio Gorriz,58
Per Henricsson,"Stockholm, Sweden",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/per-henricsson/h155/player-activity?year=all&matchType=Singles,75.0,1969-08-09,,
Harold Solomon,"Washington, D.C.",168.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/harold-solomon/s065/player-activity?year=all&matchType=Singles,59.0,1952-09-17,,
Mansour Bahrami,"Arak, Iran",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/mansour-bahrami/b001/player-activity?year=all&matchType=Singles,82.0,1956-04-26,,359
Jan-Willem Lodder,"Soest, Netherlands",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-willem-lodder/l343/player-activity?year=all&matchType=Singles,73.0,1966-11-03,,
Gerardo Vacarezza,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gerardo-vacarezza/v001/player-activity?year=all&matchType=Singles,78.0,,,
Adrien Bossel,Switzerland,185.0,Left-Handed,https://www.atptour.com/en/players/adrien-bossel/bf27/player-activity?year=all&matchType=Singles,78.0,1986-12-28,,401
Larry Scott,"New York, NY",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/larry-scott/s211/player-activity?year=all&matchType=Singles,82.0,1964-11-21,,
Adrian Mannarino,"Soisy-sous-Montmorency, France",180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/adrian-mannarino/me82/player-activity?year=all&matchType=Singles,79.0,1988-06-29,Erwann Tortuyaux,46
Radek Zahraj,Czech Republic,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/radek-zahraj/z038/player-activity?year=all&matchType=Singles,78.0,1968-04-21,,
Juan Antonio Rodriguez,"Madrid, Spain",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-antonio-rodriguez/r035/player-activity?year=all&matchType=Singles,68.0,1962-05-05,,
Josef Cihak,"Plzen, Czechoslovakia",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/josef-cihak/c036/player-activity?year=all&matchType=Singles,76.0,1963-03-19,,
Jan Kodes,"Prague, Czech Republic",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-kodes/k049/player-activity?year=all&matchType=Singles,81.0,1946-03-01,,
