PlayerName,Born,Height,Hand,LinkPlayer,Weight,Birt,Treinador,Rank
Stefano Mezzadri,Switzerland,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stefano-mezzadri/m339/player-activity?year=all&matchType=Singles,78.0,,,
Fernando Luna,"Ciudad Real, Spain",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fernando-luna/l043/player-activity?year=all&matchType=Singles,68.0,1958-04-24,,
Libor Pimek,"Most, Czech Republic",196.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/libor-pimek/p032/player-activity?year=all&matchType=Singles,82.0,1963-08-03,,40
Juan Aguilera,"Barcelona, Spain",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-aguilera/a007/player-activity?year=all&matchType=Singles,68.0,1962-03-22,,
Marcos Hocevar,"Tjui, Brazil",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marcos-hocevar/h026/player-activity?year=all&matchType=Singles,84.0,1955-09-25,,
Johan Kriek,"Pongola, South Africa",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-kriek/k022/player-activity?year=all&matchType=Singles,76.0,1958-04-05,,
Bruno Oresar,"Zagreb, Yugoslavia",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bruno-oresar/o018/player-activity?year=all&matchType=Singles,67.0,1967-04-21,,
Mark Kratzmann,"Murgon, QLD, Australia",175.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/mark-kratzmann/k021/player-activity?year=all&matchType=Singles,85.0,1966-05-17,,
Slobodan Zivojinovic,"Belgrade, Serbia",198.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/slobodan-zivojinovic/z006/player-activity?year=all&matchType=Singles,100.0,1963-07-23,,
Simone Colombo,"Milan, Italy",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/simone-colombo/c043/player-activity?year=all&matchType=Singles,75.0,1963-08-28,,1186
Milan Srejber,"Prague, Czechoslovakia",203.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/milan-srejber/s072/player-activity?year=all&matchType=Singles,98.0,1963-12-30,,
Juan Gisbert Sr,"Barcelona, Spain",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/juan-gisbert-sr/g076/player-activity?year=all&matchType=Singles,82.0,1942-04-05,,
Michael Tauson,"Copenhagen, Denmark",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/michael-tauson/t010/player-activity?year=all&matchType=Singles,84.0,1966-06-25,,
David De Miguel,"Tortosa, Spain",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/david-de-miguel/d012/player-activity?year=all&matchType=Singles,66.0,1965-02-07,,
Fabian Blengino,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fabian-blengino/b049/player-activity?year=all&matchType=Singles,78.0,,,
Steve Guy,"Wellington, New Zealand",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/steve-guy/g055/player-activity?year=all&matchType=Singles,83.0,1959-03-15,,
Ricardo Acioly,"Rio de Janeiro, Brazil",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ricardo-acioly/a042/player-activity?year=all&matchType=Singles,82.0,1964-02-04,,
Jorgen Windahl,"Danderyd, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jorgen-windahl/w028/player-activity?year=all&matchType=Singles,75.0,1963-03-12,Birger Folke,
Conny Falk,"Stockholm, Sweden",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/conny-falk/f129/player-activity?year=all&matchType=Singles,70.0,1966-11-30,,
Glenn Layendecker,"Stanford, CA",185.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/glenn-layendecker/l010/player-activity?year=all&matchType=Singles,79.0,1961-05-09,,
Andrea Arnaboldi,"Milan, Italy",180.0,"Left-Handed, One-Handed Backhand",https://www.atptour.com/en/players/andrea-arnaboldi/a622/player-activity?year=all&matchType=Singles,72.0,1987-12-27,/,468
Andy Murray,"Glasgow, Scotland",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andy-murray/mc10/player-activity?year=all&matchType=Singles,82.0,1987-05-15,Ivan Lendl,52
Andrey Golubev,"Volzhskij, Russia",180.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/andrey-golubev/g806/player-activity?year=all&matchType=Singles,77.0,1987-07-22,"Yuri Schukin, Massimo Puci",65
Andrew Watson,"Redhill, Great Britain",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andrew-watson/wb14/player-activity?year=all&matchType=Singles,84.0,1996-08-28,James Smith,535
Alexis Musialek,"Dax, France",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexis-musialek/mi69/player-activity?year=all&matchType=Singles,180.0,1988-07-04,,1988T
Arnaud Bovy,Belgium,180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/arnaud-bovy/b0gb/player-activity?year=all&matchType=Singles,80.0,2000-09-17,,1010T
Arklon Huertas Del Pino Cordova,Lima,183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/arklon-huertas-del-pino-cordova/h0c9/player-activity?year=all&matchType=Singles,81.0,1994-07-16,Luis Horna,213
Antoine Escoffier,Le Pont-De-Beauvoisin,185.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/antoine-escoffier/e768/player-activity?year=all&matchType=Singles,78.0,1992-02-29,,196
Ante Pavic,"Ogulin, Croatia",196.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/ante-pavic/pc78/player-activity?year=all&matchType=Singles,96.0,1989-03-07,"Claudio Pistolesi , Mike James",132
Alejandro Davidovich Fokina,"Malaga, Spain",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alejandro-davidovich-fokina/dh50/player-activity?year=all&matchType=Singles,80.0,1999-06-05,Jorge Aguirre,35
Alexandar Lazarov,"Miami, FL, USA",191.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/alexandar-lazarov/li39/player-activity?year=all&matchType=Singles,84.0,1997-11-06,Krassimir Lazarov,287
Alex Knaff,Luxembourg,193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alex-knaff/kj00/player-activity?year=all&matchType=Singles,85.0,1997-11-26,Gilles Muller,466
Alessandro Petrone,Italy,185.0,Right-Handed,https://www.atptour.com/en/players/alessandro-petrone/pc63/player-activity?year=all&matchType=Singles,78.0,1990-12-23,,669
Alessandro Giannessi,"La Spezia, Italy",185.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alessandro-giannessi/g983/player-activity?year=all&matchType=Singles,82.0,1990-05-30,Flavio Cipolla,246
Alejo Vilaro,"Buenos Aires, Argentina",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alejo-vilaro/va28/player-activity?year=all&matchType=Singles,74.0,1995-09-26,Oscar Rodriguez,975.0
Aldin Setkic,"Sarajevo, Bosnia & Herzegovina",191.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/aldin-setkic/sf41/player-activity?year=all&matchType=Singles,86.0,1987-12-21,Alberto Castellani,542
Aidan McHugh,"Glasgow, Scotland",178.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/aidan-mchugh/m0cw/player-activity?year=all&matchType=Singles,70.0,2000-07-09,Toby Smith,399
Agustin Velotti,Argentina,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/agustin-velotti/v620/player-activity?year=all&matchType=Singles,78.0,1992-05-24,Carlos Berlocq,166
Alexander Igoshin,"Ivanovo, Russia",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexander-igoshin/i295/player-activity?year=all&matchType=Singles,92.0,1992-01-10,RV Academia In Barcelona,494
Alexander Ritschard,"Z�rich, Switzerland",193.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexander-ritschard/rc04/player-activity?year=all&matchType=Singles,82.0,1994-03-24,"Hans Ritschard, Juan Ramirez",195
Alexis Gautier,Levallois,198.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/alexis-gautier/gj05/player-activity?year=all&matchType=Singles,75.0,1997-04-07,,565
Alexis Boureau,France,185.0,Right-Handed,https://www.atptour.com/en/players/alexis-boureau/b0ea/player-activity?year=all&matchType=Singles,78.0,1996-04-25,,1225
Alexey Vatutin,"Volgograd, Russia",178.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexey-vatutin/v717/player-activity?year=all&matchType=Singles,69.0,1992-10-27,"Yuriy Kozlovich, Eduard Davydenko, Andrei Gorban",318
Alexandru Vasile Manole,Bacau,180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandru-vasile-manole/mp84/player-activity?year=all&matchType=Singles,72.0,1998-09-21,,928
Alexandru Jecan,"Cluj-Napoca, Romania",180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandru-jecan/j468/player-activity?year=all&matchType=Singles,73.0,1988-06-02,"Gavrila, Cruciat, Puscasu, Apostu-Efremov",981
Alexandre Muller,"Poissy, France",183.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/alexandre-muller/mp20/player-activity?year=all&matchType=Singles,75.0,1997-02-01,Jean-Christophe Faurel,94
Eric Jelen,"Trier, Germany",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/eric-jelen/j008/player-activity?year=all&matchType=Singles,77.0,1965-03-11,,
Andre Agassi,"Las Vegas, Nevada, USA",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/andre-agassi/a092/player-activity?year=all&matchType=Singles,80.0,1970-04-29,Darren Cahill,1
Sergio Casal,"Barcelona, Spain",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/sergio-casal/c024/player-activity?year=all&matchType=Singles,77.0,1962-09-08,,
Francesco Michelotti,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/francesco-michelotti/m420/player-activity?year=all&matchType=Singles,78.0,,,
Thomas Hogstedt,"Mariestad, Sweden",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/thomas-hogstedt/h029/player-activity?year=all&matchType=Singles,77.0,1963-09-21,,
Gunther Vanderveeren,,185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/gunther-vanderveeren/v124/player-activity?year=all&matchType=Singles,78.0,,,
Stephane Grenier,"Vannes, France",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stephane-grenier/g199/player-activity?year=all&matchType=Singles,66.0,1968-01-09,,
Christian Geyer,"Hamburg, Germany",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/christian-geyer/g010/player-activity?year=all&matchType=Singles,72.0,1964-04-12,,
Jonathan Canter,"Los Angeles, CA",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jonathan-canter/c011/player-activity?year=all&matchType=Singles,79.0,1965-06-04,,
Johan Anderson,"Vasteras, Sweden",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/johan-anderson/a163/player-activity?year=all&matchType=Singles,78.0,1971-09-29,,
Bart Wuyts,"Leuven, Belgium",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/bart-wuyts/w133/player-activity?year=all&matchType=Singles,68.0,1969-09-15,,
Diego Perez,"Montevideo, Uruguay",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/diego-perez/p021/player-activity?year=all&matchType=Singles,75.0,1962-02-09,,
Ivan Lendl,"Ostrava, Czechoslovakia",188.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/ivan-lendl/l018/player-activity?year=all&matchType=Singles,79.0,1960-03-07,Jay Bosworth,
Tom Nijssen,"Maastricht, Netherlands",173.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/tom-nijssen/n018/player-activity?year=all&matchType=Singles,70.0,1964-10-01,Fred Hemmes,
Yannick Noah,"Sedan, France",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/yannick-noah/n022/player-activity?year=all&matchType=Singles,82.0,1960-05-18,Patrice Hagelauer,
Tarik Benhabiles,"Algiers, Algeria",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tarik-benhabiles/b037/player-activity?year=all&matchType=Singles,64.0,1965-02-05,,
Christer Allgardh,"Boras, Sweden",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/christer-allgardh/a018/player-activity?year=all&matchType=Singles,77.0,1967-02-20,Ulf Eriksson,
Simon Youl,"Symmons, Plains,Tasmania,Aust.",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/simon-youl/y002/player-activity?year=all&matchType=Singles,77.0,1965-07-01,,
Olivier Soules,"Doual, France",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/olivier-soules/s387/player-activity?year=all&matchType=Singles,86.0,1967-03-24,,
Stephane Sansoni,"Toulouse, France",180.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/stephane-sansoni/s360/player-activity?year=all&matchType=Singles,78.0,1967-08-12,,
Marian Vajda,"Povazska, Czechoslovakia",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marian-vajda/v002/player-activity?year=all&matchType=Singles,88.0,1965-03-24,,1596
Jan Gunnarsson,"Olofstrom, Sweden",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jan-gunnarsson/g053/player-activity?year=all&matchType=Singles,80.0,1962-05-30,,
Richard Matuszewski,"Newark, NJ",188.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/richard-matuszewski/m032/player-activity?year=all&matchType=Singles,77.0,1964-09-07,,
Daniel Marco,"Tangier, Morocco",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/daniel-marco/m105/player-activity?year=all&matchType=Singles,80.0,1966-01-31,,
John Fitzgerald,"Cummins, Australia",183.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/john-fitzgerald/f028/player-activity?year=all&matchType=Singles,77.0,1960-12-28,Syd Ball,
Fernando Roese,"Novo Hamburgo, Brazil",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/fernando-roese/r036/player-activity?year=all&matchType=Singles,82.0,1965-08-24,,
Patrik Albertsson,"Ostersund, Sweden",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/patrik-albertsson/a180/player-activity?year=all&matchType=Singles,69.0,1970-06-07,,
Kevin Curren,"Durban, South Africa",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/kevin-curren/c057/player-activity?year=all&matchType=Singles,77.0,1958-03-02,Warren Jacques,
Jose-Luis Aparisi,"Valencia, Spain",178.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/jose-luis-aparisi/a158/player-activity?year=all&matchType=Singles,66.0,1969-03-11,,
Vijay Amritraj,"Madras, India",193.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/vijay-amritraj/a022/player-activity?year=all&matchType=Singles,86.0,1953-12-14,,
Bjorn Borg,"Sodertalje, Sweden",180.0,"Right-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/bjorn-borg/b058/player-activity?year=all&matchType=Singles,73.0,1956-06-06,Lennart Bergelin,
Aki Rahunen,"Helsinki, Finland",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/aki-rahunen/r193/player-activity?year=all&matchType=Singles,60.0,1971-12-24,,
Marko Ostoja,"Bonn, Germany",175.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/marko-ostoja/o025/player-activity?year=all&matchType=Singles,70.0,1960-10-20,,
Paul Dogger,"Amsterdam, Netherlands",185.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/paul-dogger/d188/player-activity?year=all&matchType=Singles,63.0,1971-07-04,,
Bruce Derlin,"Sydney, NSW, Australia",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/bruce-derlin/d022/player-activity?year=all&matchType=Singles,75.0,1961-11-28,,
Carl Limberger,"Wagga Wagga, NSW, Australia",170.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/carl-limberger/l030/player-activity?year=all&matchType=Singles,73.0,1964-01-24,,
Michael Walker,"New Wales, England",183.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/michael-walker/w003/player-activity?year=all&matchType=Singles,75.0,1965-04-21,,
Eduardo Masso,"Bell Ville, Cordoba, Argentina",178.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/eduardo-masso/m031/player-activity?year=all&matchType=Singles,78.0,1964-01-11,,
Tim Mayotte,"Springfield, MA",191.0,"Right-Handed, Unknown Backhand",https://www.atptour.com/en/players/tim-mayotte/m041/player-activity?year=all&matchType=Singles,84.0,1960-08-03,,
Darren Cahill,"Adelaide, S.A. Australia",185.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/darren-cahill/c001/player-activity?year=all&matchType=Singles,84.0,1965-10-02,,
Tim Wilkison,"Shelby, NC",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/tim-wilkison/w019/player-activity?year=all&matchType=Singles,73.0,1959-11-23,,
Broderick Dyke,"Gumeracha, Australia",180.0,"Left-Handed, Two-Handed Backhand",https://www.atptour.com/en/players/broderick-dyke/d049/player-activity?year=all&matchType=Singles,85.0,1960-12-31,,
Michiel Schapers,"Rotterdam, Netherlands",198.0,"Right-Handed, One-Handed Backhand",https://www.atptour.com/en/players/michiel-schapers/s021/player-activity?year=all&matchType=Singles,95.0,1959-10-11,,
John McEnroe,"Wiesbaden, Germany",180.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/john-mcenroe/m047/player-activity?year=all&matchType=Singles,75.0,1959-02-16,,238
Andres Gomez,"Guayaquil, Ecuador",193.0,"Left-Handed, Unknown Backhand",https://www.atptour.com/en/players/andres-gomez/g023/player-activity?year=all&matchType=Singles,84.0,1960-02-27,Colon Nunez,
